Case No,ad_id,terra_indigena,povo,muni,year,report_cat,dem_status,primary_conflict,pc_spec,pc_other,pc_comment,secondary_conflict,sc_spec,sc_other,sc_comment,violence,gov_support,gov_level,gov_spec,counterparty,counterparty_spec,
521,5559,Serra da Moça,,,2009,3,.,2,21|23,,,9,99,,,1,3,,,3,,
522,5491,Raposa Serra do Sol,,,2009,3,.,2,25,,,1,11,,,2,2,,,3,,
523,5722,Ibirama La Klanô,,,2009,3,.,2,21,,,6|8,67|83|88,,,1,2,,,3,,
524,5701,Cambirela,,,2009,3,.,2,21,,,2,23,,,1,2,,,3,,
525,5701,Cambirela,,,2009,3,.,2,21,,,2,23,,,1,2,,,3,,
526,5701,Cambirela,,,2009,3,.,2,21,,,2,23,,,1,2,,,3,,
527,5306,Kraolãndia,,,2009,3,.,2,25,,,5,50,health problems,,2,2,,,9,,
528,.,Katokim,Katokim,.,2010,1,1,7,73,,,1,11,,,9,3,,,1|3,,
529,5121,Capivara,,,2010,1,2,1,11|12,,,7,73,,,2,2,,,1,Funai,
530,.,São Jose do Burity,Tremembé,.,2010,1,2,5,50,infrastructure project on land that was bought by multinational,,7,73,,,2,1,1,federal judge support the aquisition of the multinational,1,Funai argues with the demarcation papers,
531,5020,Anacé,,,2010,1,2,5,50,harbour project ,,7,73,,conflict between formerly demarced area and official infrastructure project,2,1,1,,1,Funai,
532,5125,Carretão I,,,2010,1,2,7,73,,,1|5,11|50,indigenous fight for the ampliation of the land and against invasion of farmers,,2,3,,,1|3,,
533,5059,Awá,,,2010,1,2,7,73,,,5,50,difficult situation of indigenous,,9,1,1,federal court stopped demarcation,1,,
534,5272,Kanela,,,2010,1,1,7,73,,,2,25,,,9,2,,,1,,
535,5216,Ikpeng,,,2010,1,1,7,73,,,1,11,,,2,2,,,1,,
536,5474,Portal do Encantado,,,2010,1,2,7,73,,,4,41,,,1,2,,,1,,
537,5325,Lago Grande,,,2010,1,1,7,73,,,8|10,50|106,,,9,2,,,1|3,,
538,5014,Alto Tarauacá,,,2010,1,1,7,73,,,3|4,33|41|50|106,threats and discrimation against indigenous,,9,3,,,1|3,,
539,5370,Menkü,,,2010,1,2,7,73,,,9,99,,,2,2,,,1,,
540,5079,Batelão,,,2010,1,2,7,73,,,4,41|44,,,9,2,,,1|3,,
541,5416,Panambi,,,2010,1,2,1|8|10,14|50,,,1,11|12,,,1,2,,,1|3,,
542,.,Various Terras,Guarani Kaiowá,.,2010,1,1,7,73,,,1,11|12,,,9,2,,,1|3,,
543,5808,Ypoi / Triunfo,,,2010,1,1,6,63,,,1,11|12,,,1,1,1,federal police,1|3,,
544,5411,Pacajá,,,2010,1,1,7,73,,,4,41,,,9,3,,,1|3,,
545,5018,Amanayé,,,2010,1,2,7,73,,,5,50,splitting up of the indigenous people because of no place to settle,,2,2,,,1,,
546,5084,Boa Vista,,,2010,1,2,7,73,,,1,11,,,9,3,,,1|3,,
547,5672,Xetá,,,2010,1,2,7,73,,,9,99,,,2,2,,,1,,
548,.,Tekoha Araguaju,Guarani Nhandeva,.,2010,1,1,7,73,,,1,11,,,2,2,,,1|2|3,,
549,.,Marangatu,Guarani,.,2010,1,1,7,73,,,5,50,dificult economical situation of indigenous,,2,2,,,1,,
550,5597,Tekoha Porã,,,2010,1,2,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
551,5415,Palmital,,,2010,1,2,7,73,,,9,99,,,2,2,,,1,,
552,5058,Ava-Guarani de Ocoi,,,2010,1,2,5,50,space is too small for the indigenous population that is living there,,9,99,,,2,2,,,9,,
553,.,Vy'a Renda,Guarani,.,2010,1,1,1,11,,,7,73,,,2,2,,,1,,
554,.,Acampamento Tekoha Y'hovy,Guarani,.,2010,1,1,7,73,,,5,50,indigenous were sent away from their squat settlements,,9,3,,,1,,
555,5792,Tekoha Jevy,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
556,.,Tekoha Karumbey,Guarani,.,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
557,.,Tekoha Nhemboete,Guarani,.,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
558,5419,Pankará da Serra do Arapuá,,,2010,1,2,7,73,,,8,50,indigenous community is preassured not to declare themselves as indigenous,,2,1,3,,1,,
559,5469,Ponta da Formiga,,,2010,1,1,4,50,plantation,,7,73,,,2,3,,,1|2,,
560,5228,Irapuá,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
561,.,Various Terras ,Guarani | Guarani Mbya | Kaingang,.,2010,1,1,7,73,,,9,99,,,2,2,,,1,,
562,5712,Estiva,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,Funai,
563,5362,Mato Preto,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
564,5437,Passo Grande do Rio Forquilha,,,2010,1,2,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
565,5510,Rio dos Índios,,,2010,1,1,7,73,,,9,99,,,2,2,,,1,,
566,5361,Mato Castelhano,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
567,5678,Yanomami,,,2010,1,2,1,11,,,7,72,farmers enter trial against demarcation,,9,2,,,1|3,,
568,5701,Cambirela,,,2010,1,1,7,73,,,5,50,difficult situation of indigenous,,2,2,,,1,,
569,5357,Massiambu,,,2010,1,1,7,73,,,9,99,indigenous cannot access public funds for sustaining themselves,,2,2,,,1,,
570,.,Tekoha Dju Mirim,Guarani,.,2010,1,1,7,73,,,1,11,,,2,2,,,1|3,,
571,5807,Ygua Porã / Yakã Porã,,,2010,1,1,7,73,,,8,87,,,2,2,,,1,,
572,.,Reita / Itaju,Guarani,.,2010,1,1,7,73,,,8,85,,,2,2,,,1,,
573,5722,Ibirama La Klanô,,,2010,1,2,7,73,,,5,50,conflicts with authorized hydroelectric dam,,2,3,,,1|2,,
574,.,Fraiburgo,Kaingang,.,2010,1,1,6,63,,,7,72,,,2,2,,,1|2,,
575,5310,Krukutu,,,2010,1,2,7,73,,,8,85,,,2,2,,,1|2,,
576,5252,Jaraguá,,,2010,1,2,7,73,,,5,50,area is too small for all families,,2,2,,,1|2,,
577,5057,Avá-Canoeiro,,,2010,2,.,2,23,,,9,99,,,1,2,,,9,,
578,.,Various Terras in MT,.,.,2010,2,.,6,63,,,7,71,,,2,3,,,1|2,,
579,.,Jarudori,Bororo,.,2010,2,.,1,11,,,8,50,,,2,3,,,3,,
580,.,Various Terras,Arara | Araweté | Asurini | Juruna | Kararahô | Kuruaya | Parakanã | Xikrim | Xipáya,.,2010,2,.,5,50,construction of hydroelectrics (authorized),,9,99,,,9,1,,,1,,
581,.,Potiguara (São Miguel),Potiguara,.,2010,2,.,1,11,,,4,50,plantation,,2,3,,,3,,
582,.,Acampamento Tekoha Y'hovy,Guarani,.,2010,2,.,1,11,,,5,50,health problems because camp is situated next toxic trash,,2,3,,,2,,
583,5626,Tumbalalá,,,2010,2,.,7,73,,,3|8,33|85,,,2,2,,,1|2,,
584,5622,Truká,,,2010,2,.,3,31,authorized construction,,2|4,24|41,,,2,3,,,1|2,,
585,5459,Pipipã,,,2010,2,.,3,31,authorized construction,,2|4,24|41,,,2,3,,,1|2,,
586,.,Acampamento Flor do Campo,Guarani Nhandeva,.,2010,2,.,2,21,,,9,99,,,1,2,,,9,,
587,.,Other in Manaus,.,.,2010,3,.,2,23,,,9,99,,,2,2,,,9,,
588,5346,Mapari,,,2010,3,.,4,41,,,8,50,threats: farmers try to persuade indios not to sign demarcation process,,2,2,,,3,,
589,5649,Vale do Javari,,,2010,3,.,4,43,,,9,99,,,2,2,,,3,,
590,5631,Tupinambá de Olivença,,,2010,3,.,2,23,,,9,99,,,1,2,,,3,,
591,.,Corumbauzinho,Pataxó Hã-Hã-Hãe,.,2010,3,.,4,41,,,4,42,,,9,2,,,3,,
592,.,Kanindé,Kanindé,.,2010,3,.,2,23,,,9,99,,,9,2,,,2,,
593,5128,Caru,,,2010,3,.,4,41,,,3,31,,,9,2,,,2|3,,
594,5015,Alto Turiaçu,,,2010,3,.,4,41,,,2,25,,,2,2,,,3|9,,
595,5117,Cana Brava / Guajajara,,,2010,3,.,4,41,,,1,11,,,2,2,,,3,,
596,5059,Awá,,,2010,3,.,4,41,,,2|3,25|31,,,1,3,,,3,,
597,5179,Governador,,,2010,3,.,4,41,,,1,11,,,9,2,,,3,,
598,5048,Araribóia,,,2010,3,.,1,11,,,4,41,,,9,3,,,3,,
599,5548,São Marcos,,,2010,3,.,4,50,plantation,,2,25,,,2,2,,,2|3,,
600,.,Various,Cinta Larga | Kayabí,.,2010,3,.,1,11,,,4,41,,,9,3,,,9,,
601,.,Cinta Larga (R.Preto),Cinta Larga,,2010,3,.,4,41,,,1,11,,,9,2,,,2|3,,
602,5227,Irantxe,,,2010,3,.,4,41,,,1,11,,,9,2,,,2|3,,
603,5561,Serra Morena,,,2010,3,.,4,41,,,1,11,,,9,2,,,2|3,,
604,.,Various,Apiaká | Erikbatsa | Kayabí,.,2010,3,.,4,50,,,2|3,25|34,,,2,2,,,2,,
605,.,Various,Various Ethnicities,.,2010,3,.,5,50,construction of hydroelectrics (authorized),,2,25,,,2,3,,,2,,
606,5576,Tadarimana,,,2010,3,.,4,43,,,9,99,,,2,2,,,3,,
607,5370,Menkü,,,2010,3,.,2,21,,,7,73,,,2,2,,,9,,
608,5156,Estação Parecis,,,2010,3,.,2,25,,,1|3,11|31|34,,,2,2,,,3,,
609,5642,Urubu Branco,,,2010,3,.,4,41,,,3,34,,,2,2,,,3,,
610,5148,Dourados,,,2010,3,.,4,50,plantation,,1,11,,,2,3,,,2|3,,
611,5300,Kayapó,,,2010,3,.,4,44,,,2,25,,,2,3,,,3,,
612,5556,Sarauá,,,2010,3,.,1,11,,,7,73,,,2,3,,,1|3,,
613,.,Potiguara (São Miguel),Potiguara,.,2010,3,.,2,25,,,4,50,plantation,,2,3,,,9,,
614,5209,Igarapé Lourdes,,,2010,3,.,4,50,fruits,,1,11,,,2,3,,,9,,
615,5529,Roosevelt,,,2010,3,.,4,44,,,1,11,,,2,3,,,3,,
616,5282,Karipuna,,,2010,3,.,4,43,,,1,11,,,2,3,,,3,,
617,5678,Yanomami,,,2010,3,.,4,44,,,2,25,,,2,2,,,3,,
618,5457,Pindoty,,,2010,3,.,1,11,,,4,50,cattle,,2,2,,,3,,
619,.,Conquista,Guarani,.,2010,3,.,1,11,,,2|4,22|24|42|43,,,2,2,,,3|9,,
620,.,Various,Divers,.,2011,1,1,9,,,Process frozen,9,,,,2,1,2,FUNAI and Acre government made agreement,1,"Funai, Acre government",
621,5677,Xukuru-Kariri,,,2011,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
622,5445,Paumari do Rio Ituxi,,,2011,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
623,5207,Igarapé Grande,,,2011,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
624,5020,Anacé,,,2011,1,1,9,,,Process frozen,9,,,,2,1,3,FUNAI delaying process due to possible installation of an oil refinery Premium II,1,FUNAI,
625,5125,Carretão I,,,2011,1,2,1,11,,Demarcation too small,9,,,,2,3,,,1|3,farmers,
626,5272,Kanela,,,2011,1,1,9,,,"Process frozen, creating tension in the community",9,,,,2,3,,,9,,
627,5473,Porquinhos - Canela Apãnjekra,,,2011,1,2,5,50,Suspension of decision,Suspension of demarcation by Superior Court of Justice,9,,,,2,1,1,Superior Court of Justice,1,Superior Court of Justice,
628,5370,Menkü,,,2011,1,1,4,41,,,9,,,,2,3,,,9,,
629,5748,Laranjeira Nhanderu,,,2011,1,1,9,,,,9,,,,2,1,4,"FUNAI, Federal Police",1,"FUNAI, Federal Police",
630,5598,Tembé,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
631,.,Akrãtikatêjê,.,.,2011,1,1,9,,,,9,,,,2,3,,,2,Eletronorte,
632,5411,Pacajá,,,2011,1,1,4,41,,,2,25,,,2,1,4,FUNAI,3,loggers,
633,.,Ororobá,Atikum,.,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
634,.,Guajanaíra,Guajajara,.,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
635,.,.,Atikum,.,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
636,5018,Amanayé,,,2011,1,1,1,11,,invasion by loggers and farmers,4,41,,,2,1,4,FUNAI,1,FUNAI,
637,5459,Pipipå,,,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
638,5274,Kapinawá,,,2011,1,1,1,11,,farmers,9,,,,2,1,4,FUNAI,1,FUNAI,
639,5622,Truká,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
640,.,Acampamento,Guarani Mbya,.,2011,1,1,9,,,indigenous living in tents,9,,,,2,1,4,FUNAI,1,FUNAI,
641,5362,Mato Preto,,,2011,1,1,5,50,Suspension of decision,Suspension of decision by Ministry of Justice,9,,,,2,1,1,Ministry of Justice,1,Ministry of Justice,
642,5437,Passo Grande da Forquilha,,,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
643,5510,Rio dos Índios,,,2011,1,1,8,81,,Farmers threatening FUNAI,9,,,,2,1,4,FUNAI,1|3,"farmers, FUNAI",
644,5361,Mato Castelhano,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
645,.,Lajeado do Bugre,Kaingang,.,2011,1,1,9,,,,9,,,,2,3,,,9,,
646,.,Carazinho,Kaingang,.,2011,1,1,9,,,,9,,,,2,3,,,9,,
647,.,Xingu,Kaingang,.,2011,1,1,8,81,,Threat of eviction of indigenous,9,,,,2,1,4,FUNAI,1,FUNAI,
648,.,Kandóia,Kaingang,.,2011,1,1,5,50,close to road,,9,,,,2,1,4,FUNAI,2,FUNAI,
649,.,Various,Guarani Mbya,.,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
650,5228,Irapuá,,,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
651,.,Various,Guarani,,2011,1,1,9,,,,9,,,,2,1,2,State government delaying indemnization payments,1,State government,
652,.,Various,Guarani,,2011,1,1,9,,,,9,,,,2,1,4,FUNAI,1,FUNAI,
653,5120,Cantagalo,,,2011,1,1,1,11,,,2,21,,crop destruction by farmers' animals,2,2,,,3,farmers,
654,5284,Karitiana,,,2011,1,1,1,11,,farmers,9,,,,2,1,2,"FUNAI, state politicians in favor of farmers",1|3,"farmers, FUNAI, state politicians",
655,5519,Rio Negro Ocaia,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
656,5559,Serra da Moça,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
657,.,Arapuá,Wapixana,.,2011,1,1,9,,,,9,,,,2,3,,,9,,
658,.,Tekoha Dju Mirim,Guarani,.,2011,1,1,1,11,,,2,21,,,2,2,,,3,farmers,
659,.,Yaká Porã,Guarani,.,2011,1,1,8,87,,threat by municipality of Joinville,9,,,,2,1,3,"FUNAI, municipality Joinville",1,"FUNAI, municipality Joinville",
660,.,Reita / Itaju,Guarani,.,2011,1,1,8,85,,threat of railroad,9,,,,2,1,4,FUNAI,1,FUNAI,
661,.,Fraiburgo,Kaingang,.,2011,1,1,1,11,,Company Renar Maçãs S/A invaded land,9,,,,2,1,4,FUNAI,1|2,"FUNAI, company Empresa Renar Maçãs S/A",
662,5722,Ibirama La Klanô,,,2011,1,1,3,33,,,9,,,,2,1,2,"União, State Santa Catarina",1,"União, State Santa Catarina",
663,5461,Pirai,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
664,5584,Tarumã,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
665,5378,Morro Alto,,,2011,1,1,9,,,,9,,,,2,3,,,9,,
666,5391,Murutinga,,,2011,2,1,1,11,,,9,,,,2,3,,,3,farmers,
667,5639,Uirapuru,,,2011,2,1,1,11,,,9,,,,2,2,,,3,farmers,
668,.,Acampamento,Guarani Kaiowá,.,2011,2,1,2,21|23,,homicide attack,9,,,,1,2,,,3,"farmers, armed militia",
669,.,.,Guarani Kaiowá,.,2011,2,9,5,50,pesticides,Shell and Cosan,2,22|24|25,,,1,2,,,2,"Shell, Cosan (brand: Raizen)",
670,.,.,Terena,.,2011,2,1,1,11,,,9,,,,2,2,,,3,farmers,
671,5018,Amanayé,,,2011,2,1,1,11,,,9,,,,2,2,,,3,invaders,
672,5785,Tabajara,,,2011,2,1,1,11,,Police attack due to eviction of indigenous in favor of company,9,,,,1,1,4,"Police, FUNAI",1|2,"FUNAI, Police, company for cement Cerâmica Elizabeth",
673,5459,Pipipå,,,2011,2,9,3,31,,river road,4,41,,,9,3,,,9,,
674,5622,Truká,,,2011,2,9,3,31,,,4,41,,"also, livestock destruction, social problems",9,3,,,9,,
675,.,Various,Guarani Mbya,.,2011,2,9,3,31,,,8,85,,,2,1,1,"National Infrastructure Department (DNIT), FUNAI",1,"National Infrastructure Department (DNIT), FUNAI",
676,5511,Rio dos Pardos,,,2011,2,9,3,33,,Hydro plant Pardos S/A,2,25,,,2,3,,,1|2,,
677,.,Brazil,,,2011,3,9,3,39,,Annual report of Anistia Internacional stating bis challenges and planned infrastructure projects,9,,,,2,2,,,9,,
678,5269,Kampa do Rio Amônea,,,2011,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
679,5012,Alto Rio Purus,,,2011,3,9,4,42,,,9,,,,2,2,,,3,hunters,
680,.,Various,.,Manaus,2011,3,2,4,41,,,1,11,,,2,2,,,3,"invaders, loggers",
681,5600,Tenharim Marmelos,,,2011,3,9,4,41,,,8,89,,type of threat unknown,2,2,,,3,loggers,
682,5011,Alto Rio Negro,,,2011,3,9,4,43,,,9,,,,2,2,,,2,Northern American tourism company Acute Angling,
683,5254,Jarawara,,,2011,3,9,4,41|42|43,,,9,,,,2,2,,,9,,
684,5254,Jamamadi,,,2011,3,9,4,41|42|43,,,9,,,,2,2,,,9,,
685,5271,Kanamari,,,2011,3,9,4,41|42|43,,,9,,,,2,2,,,9,,
686,.,.,Fulni-ô,.,2011,3,9,4,41,,,1,11,,,1,2,,,2,Company of civil construction: Emplavi,
687,5059,Awá,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
688,5048,Araribóia,,,2011,3,9,4,41,,Logging for marihuana plants and drug trade,1,11,,,2,2,,,3,loggers,
689,5272,Kanela,,,2011,3,9,4,42,,,2,25,,,2,2,,,3,hunters,
690,5309,Krikati,,,2011,3,9,4,41,,,2,25,,,2,2,,,3,loggers,
691,5473,Porquinhos - Canela Apãnjekra,,,2011,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
692,5048,Araribóia,,,2011,3,9,2,23|25,,,4,41,,,2,2,,,3,loggers,
693,5015,Alto Turiaçu,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
694,5048,Araribóia,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
695,5350,Maraiwatsede,,,2011,3,1,1,11,,,4,41,,,2,2,,,3,"invaders, loggers",
696,5123,Capoto / Jarina,,,2011,3,9,4,43,,,3,34,,hostels built for fishing tourism,2,2,,,3,fishermen,
697,5642,Urubu Branco,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
698,5742,Kayabi,,,2011,3,9,4,43,,,3,34,,commercial installation built,2,2,,,3,fishermen,
699,5300,Kayapó,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
700,5010,Alto Rio Guamá,,,2011,3,9,4,41|44,,,9,,,,2,2,,,3,"dealers, loggers, farmers, miners",
701,5751,Maró,,,2011,3,9,4,41,,,1,11,,,2,2,,,3,"farmers, loggers",
702,5569,Sororó,,,2011,3,9,4,42|44,,,2,25,,,2,2,,,3,"hunters, miners",
703,5569,Sororó,,,2011,3,9,2,21,,,9,,,,2,2,,,3,farmers,
704,5021,Anambé,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
705,5569,Sororó,,,2011,3,9,3,31,,,9,,,,2,2,,,9,,
706,5459,Pipipå,,,2011,3,9,4,41,,,9,,,,2,2,,,3,loggers,
707,5459,Pipipå,,,2011,3,9,4,42,,,9,,,,2,3,,,3,hunters,
708,.,.,Guarani Mbya,.,2011,3,1,1,11,,,8,85,,Building of gas pipelines authorized,2,3,,,3,invaders,
709,5565,Sete de Setembro,,,2011,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
710,5514,Rio Guaporé,,,2011,3,9,4,44,,dragel extraction,2,25,,,2,2,,,3,invaders,
711,.,Serra da Cutia,Isolados,.,2011,3,9,4,44,,,9,,,,2,2,,,3,miners,
712,5645,Uru-Eu-Wau-Wau,,,2011,3,9,4,41|42|44,,,9,,,,2,2,,,3,"loggers, miners, fishermen",
713,5678,Yanomami,,,2011,3,9,4,44,,"Gold extraction growing, as international gold prices rising",2,24|25,,,2,2,,,3,miners,
714,5678,Yanomami,,,2011,3,9,4,43,,,9,,,,2,2,,,3,fishermen,
715,5491,Raposa Serra do Sol,,,2011,3,9,4,41,,Loggers bringing wood to Venezuela,9,,,,2,2,,,3,loggers,
716,5678,Yanomami,,,2011,3,9,4,44,,,9,,,,2,2,,,3,miners,
717,.,Conquista,Guarani,.,2011,3,9,4,41|43,,,1,11,,,2,2,,,3,invaders,
718,5030,Apinayé,,,2011,3,9,4,43,,fishermen ,3,33,,,2,2,,,2|3,"fishermen, Company Consórcio Estreito Energia (CESTE) making indemnization payments",
719,5432,Parque do Araguaia,,,2011,3,9,4,41|42|43,,,8,88,,death threats,2,1,4,FUNAI,3,invaders,
720,5671,Xerente,,,2011,3,9,5,50,pesticides,,2,21,,,2,2,,,9,,
721,5306,Kraholândia,,,2011,3,9,2,21,,,10,104,,woman died due to arson,2,2,,,3,farmers,
722,5677,Xukuru-Kariri,,,2012,1,1,5,50,homicides,,9,,,,9,3,,,9,,
723,5580,Tapeba,,,2012,1,1,1,11,,,2,23,,10 houses destroyed,9,1,2,FUNAI,1,FUNAI,
724,5125,Carretão I,,,2012,1,1,9,,,,9,,,,2,3,,,9,,
725,5179,Governador,,,2012,1,1,1,11,,farmers not letting FUNAI in,9,,,,2,2,,,3,farmers,
726,.,Kurusu Ambá,Guarani Kaiowá,.,2012,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
727,.,Karaja Yvy,Guarani Kaiowá,.,2012,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
728,.,Ka'Ajari,Guarani Kaiowá,.,2012,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
729,.,Ypo'i e Triunfo,Guarani Kaiowá,.,2012,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
730,5748,Laranjeira Nhanderu,,,2012,1,1,9,,,,9,,,,2,3,,,1,Public Federal Ministry,
731,5089,Boqueirão,,,2012,1,1,9,,,,9,,,,2,3,,,9,,
732,.,Acampamento,Guarani Kaiowá,.,2012,1,1,9,,,,9,,,,2,3,,,9,,
733,.,Charqueada,Terena,.,2012,1,1,9,,,Process frozen,9,,,,2,1,2,government of Mato Grosso do Sul defending garmers,1,Government of Mato Grosso do Sul,
734,5265,Kadiwéu,,,2012,1,2,1,11,,invaders,9,,,,2,1,1,Federal justice wants to remove community,1,Federal Justice,
735,5097,Buriti,,,2012,1,1,5,50,,eviction of indigenous,9,,,,9,1,4,Paralized process due to judicial orders,1,Judiciary,
736,5055,Arroio-Korá,,,2012,1,2,5,50,,withdrawal of demarcation right in 2009,9,,,,9,1,1,Supreme Federal Court,1,Supreme Federal Court,
737,5393,Ñande Ru Maranguatu,,,2012,1,2,5,50,,withdrawal of homologation right in 2009,9,,,,9,1,1,Supreme Federal Court,1,Supreme Federal Court,
738,5585,Taunay-Ipegue,,,2012,1,1,9,,,Process frozen,9,,,,2,1,2,Supreme Federal Court,1,Supreme Federal Court,
739,.,Kamakuã,Guarani Kaiowá,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
740,.,Nu Porã,Guarani Kaiowá,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
741,.,Nu Verá,Guarani Kaiowá,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
742,.,Passo Pirajú,Guarani Kaiowá,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
743,.,Apikay,Guarani Kaiowá,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
744,5102,Cachoeira Seca,,,2012,1,9,3,33,,Belo Monte hydro plant,5,50,reduction of territory,,2,3,,,1|2,,
745,.,Akrãtikatêjê,Gavião,.,2012,1,9,3,33,,Tucuruí hydro plant,9,,,,9,2,,,2,Eletronorte,
746,5411,Pacajá,,,2012,1,1,1,11,,indigenous trying to come back to their original lands,4,41,,,9,1,4,FUNAI,1,FUNAI,
747,.,Guajanaíra,Gujajara,.,2012,1,1,1,11,,farmers,9,,,,9,3,,,1,FUNAI,
748,.,Kanain,Atikum,.,2012,1,1,1,11,,farmers,9,,,,9,3,,,1,FUNAI,
749,5018,Amanayé,,,2012,1,1,1,11,,invaders,4,41,,,9,3,,,3,"invaders, loggers",
750,5673,Xikrin do Rio Cateté,,,2012,1,1,4,44,,Vale iron mine,2,23,,destruction of indigenous graveyard,9,3,,,2,Vale,
751,5088,Bom Jesus,,,2012,1,2,5,50,,Demarcation too small,9,,,,2,1,4,FUNAI,1,FUNAI,
752,5339,Malacacheta,,,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
753,5383,Moskow,,,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
754,5345,Manoã/Pium,,,2012,1,2,5,50,,Demarcation too small,9,,,,2,1,4,FUNAI,1,FUNAI,
755,5237,Jabuti,,,2012,1,2,5,50,,Demarcation too small,9,,,,2,1,4,FUNAI,1,FUNAI,
756,5118,Canauanin,,,2012,1,2,5,50,,Demarcation too small,9,,,,2,1,4,FUNAI,1,FUNAI,
757,5621,Truaru,,,2012,1,2,5,50,,"Demarcation too small, process frozen at FUNAI",9,,,,2,1,4,FUNAI,1,FUNAI,
758,5027,Anta,,,2012,1,2,5,50,,"Demarcation too small, process frozen at FUNAI",5,50,close to farms,,2,1,4,FUNAI,1,FUNAI,
759,5073,Barata Livramento,,,2012,1,2,5,50,,"Demarcation too small, process frozen at FUNAI",9,,,,2,1,4,FUNAI,1,FUNAI,
760,.,Arapuá,Wapixana,.,2012,1,1,9,,,Process frozen,9,,,,2,1,4,FUNAI,1,FUNAI,
761,5233,Itapuã,,,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
762,5469,Ponte da Formiga,,,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
763,5381,Morro do Coco,,,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
764,5054,Arroio do Conde,,,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
765,.,Petim,.,.,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
766,5436,Passo Grande,,,2012,1,1,9,,,"areas very small, process frozen",9,,,,2,3,,,9,,
767,5228,Irapuá,,,2012,1,1,5,50,close to road,,9,,,"areas very small, process frozen",2,3,,,9,,
768,5362,Mato Preto,,,2012,1,1,9,,,Process frozen,9,,,,2,1,4,Ministry of Justice,1,Ministry of Justice,
769,5437,Passo Grande da Forquilha,,,2012,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
770,.,Lajeado do Bugre,Kaingang,.,2012,1,1,5,50,close to road,,9,,,"areas very small, process frozen",2,3,,,9,,
771,5361,Mato Castelhano,,,2012,1,1,5,50,close to road,,9,,,"areas very small, process frozen",2,3,,,9,,
