terrai_codigo,terrai_nome,municipio_nome,uf_sigla,superficie_perimetro_ha,fase_ti,modalidade_ti,data_em_estudo,tit_em_estudo,data_delimitada,tit_delimitada,data_declarada,tit_declarada,data_homologada,tit_homologada,data_regularizada,tit_regularizada
14101,Guarani Barra do Ouro,"Maquiné, Riozinho, Caraá",RS,"22,686,045",Regularizada,Tradicionalmente ocupada,,,,,7/10/1998,PD 499 de 10.07.98,4/18/2001,Decreto de 18 de abril de 2001,4/19/2002,Matr. 17.004 Lv. 2-RG Fl.1/v
14201,Guarani da Barragem,São Paulo,SP,"26,3",Regularizada,Tradicionalmente ocupada,,,,,,,7/14/1987,"Decreto nº 94223, de 14 de julho de 1987",9/23/1987,Matr. 204.607  Lv. 2/RG  Fl. 01/02
14301,Guarani de Águas Brancas,Arambaré                                ,RS,230,Declarada,Tradicionalmente ocupada,10/27/2006,"Portaria n° 1342, de 27 de outubro de 2006",,,2/13/1996,PD 104 de 13.02.96,,,,
14601,Guarani de Araçai,"Cunha Porã, Saudades",SC,2721,Declarada,Tradicionalmente ocupada,3/27/2002,"Portaria nº 263, de 27 de março de 2002",9/15/2005,"Despacho n° 85, de 15 de setembro de 2005",4/19/2007,"Portaria n° 790, de 19 de abril de 2007",,,,
14401,Guarani de Bracui,Angra dos Reis                          ,RJ,"21,278,664",Regularizada,Tradicionalmente ocupada,,,,,3/30/1994,PD 151 de 30/03/94,7/3/1995,Decreto de 03 de julho de 1995,9/14/1995,Matr. 13.309  Lv. 2-BE  Fl. 258
14501,Guarani do Aguapeu,Mongaguá                                ,SP,"43,722,599",Regularizada,Tradicionalmente ocupada,,,,,6/22/1994,PD 411 de 22/06/94,9/8/1998,Decreto de 8 de setembro de 1998,10/13/1998,Matr. 192.516  Lv. 2/RG  Fl. 001V
38101,Guarani do Ribeirão Silveira,Santos e São Sebastião,SP,"948,4",Regularizada,Tradicionalmente ocupada,,,,,,,7/8/1987,"Decreto nº 94568, de 08 de julho de 1987",2/4/1988,"Matr. 29.460,  Lv. 02-RG,  Fl. 001"
14701,Guarani Votouro,Benjamin Constant do Sul                ,RS,"717,377",Regularizada,Tradicionalmente ocupada,,,,,,,12/11/1998,Decreto de 11 de dezembro de 1998,2/4/1999,Matr. 003  Lv. 2-RG  Fl. 1
14801,Guarita,"Erval Seco, Redentora, Tenete Portela",RS,"234,068,684",Regularizada,Tradicionalmente ocupada,,,,,,,4/4/1991,Decreto de 04 de abril de 1991,5/17/1991,Matr. 10.539  Lv. 2-RG  Fl. 01V
14901,Guasuti,Aral Moreira                            ,MS,"9,587,993",Regularizada,Tradicionalmente ocupada,5/29/1987,Portaria nº 1245 de 29 de maio de 1987,,,10/10/1991,PD 512 de 10/10/91,5/21/1992,Decreto de 21 de maio de 1992,3/16/2005,"Mart. 36.082, Lv. 2-RG, Fl. 01v"
15001,Guató,Corumbá                                 ,MS,"109,847,941",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 309 de 17.05.96,2/10/2003,Decreto de 10 de fevereiro de 2003,12/12/2003,"Matr. 24.809, Lv. 2-RG, Fl. 01"
15101,Guyraroká,Caarapó                                 ,MS,11440,Declarada,Tradicionalmente ocupada,1/31/2001,"Portaria nº 83, de 31 de janeiro de 2001",8/12/2004,"Despacho n° 76, de 12 de agosto de 2004",10/7/2009,"Portaria nº 3219, de 7 de outubro de 2009",,,,
65701,Hãm Yîxux,Ladainha                                ,MG,"522,72",Regularizada,Reserva Indígena,,,,,,,,,,
50401,Herarekâ Xetá,Ivaté                 ,PR,2686,Delimitada,Tradicionalmente ocupada,11/27/2001,"Portaria nº 970,  de 27 de novembro de 2001",6/25/2014,"Despacho nº 53, de 25 de junho de 2014",,,,,,
15201,Hi Merimã,"Lábrea, Tapauá",AM,"6,778,403,204",Regularizada,Tradicionalmente ocupada,2/12/1999,"Portaria nº  86, de 12 de fevereiro de 1999",3/20/2001,"Despacho nº 26, de 20 de março de 2001",11/6/2001,"Portaria nº 1012, de 06 de novembro de 2001",9/22/2005,Decreto de 22 de setembro de 2005,7/9/2007,"Matr.2.543, Lv. 2-L, Fls. 117"
64401,Hu'uhi,Paranatinga                             ,MT,0,Em Estudo,Tradicionalmente ocupada,10/19/2000,"Portaria n° 1086, de 19 de outubro de 2000",,,,,,,,
15301,Ibirama,"Doutor Pedrinho, Jose Boiteux, Vitor Meireles, Itaiópolis",SC,"14,084,886",Regularizada,Tradicionalmente ocupada,,,,,,,2/15/1996,Decreto de 15 de fevereiro de 1996,2/28/1996,Matr. 14.704  Lv. 2-RG  Ficha 14.704/1V/2V
15302,Ibirama La Klanô,"Doutor Pedrinho, Jose Boiteux, Vitor Meireles, Itaiópolis, Rio Negrinho",SC,37108,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,11/5/1999,"Despacho 07, de 05 de novembro de 1999",8/13/2003,"Portaria nº 1128, de 13 de agosto de 2003",,,,
15401,Ibotirama,Ibotirama                               ,BA,"20,197,079",Regularizada,Reserva Indígena,,,,,,,,,,
15501,Icatu,Braúna                                  ,SP,"3,009,625",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto de nº 314, 29 de outubro de 1991",8/12/2009,"Matr. 41.979, Lv. 2-F, Fl. 001"
15601,Igarapé Capana,Boca do Acre                            ,AM,"1,225,556,647",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,Portaria Declaratória nº 257 de 28 de maio de 1992,11/3/1997,Decreto de 3 de novembro de 1997,12/29/1997,Matr. 2.030  Lv. 2-H  Fl. 75/76
15701,Igarapé do Caucho,"Feijó, Tarauacá",AC,"123,178,938",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,12/12/1991,Matr. 583  Lv. 2-C  Fl. 119
15801,Igarapé Grande,Alvarães                                ,AM,"15,396,777",Regularizada,Tradicionalmente ocupada,8/18/1994,"Portaria nº 745, de 18 de agosto de 1994",1/12/2001,Despacho do Presidente nº 4,2/14/2002,"Portaria nº 129, de 14 de fevereiro de 2002",4/19/2004,Decreto de 19 de abril de 2004,5/14/2004,"Matr. 171, Lv.2-A, Fl. 171"
16101,Igarapé Lage,"Guajará-Mirim , Nova Mamoré",RO,"1,073,211,789",Regularizada,Tradicionalmente ocupada,,,,,,,9/9/1981,"Decreto nº 86.347, de 09 de setembro de 1981",9/23/1981,Matr. 2.059  Lv. 2-I  Fl. 265
16201,Igarapé Lourdes,Ji-Paraná                               ,RO,"1,855,335,768",Regularizada,Tradicionalmente ocupada,,,,,,,8/9/1983,"Decreto nº 88609, de 09 de agosto de 1983",1/18/1984,Matr. 5.339  Lv. 2-R  Fl. 001
52901,Igarapé Paiol,Manaquiri                               ,AM,0,Em Estudo,Tradicionalmente ocupada,6/21/2004,"Portaria nº 763, de 21 de junho de 2004",,,,,,,,
16301,Igarapé Ribeirão,Nova Mamoré                             ,RO,"478,633,178",Regularizada,Tradicionalmente ocupada,,,,,,,9/9/1981,"Decreto nº 86347, de 9 de setembro de 1981",9/23/1981,Matr. 2.060  Lv. 2-I  Fl. 266
67601,Igarapé Taboca do Alto Tarauacá (restrição de uso),Jordão                                  ,AC,287,Em Estudo,Interditada,,,,,,,,,,
73702,Iguatemipegua I,Iguatemi                                ,MS,41571,Delimitada,Tradicionalmente ocupada,9/2/2010,"Portaria nº 1229, de 2 de setembro de 2010",1/7/2013,"Despacho nº 01, de 7 de janeiro de 2013",,,,,,
66801,Iguatemipeguá II,"Amambai, Aral Moreira, Coronel Sapucaia, Dourados, Iguatemi, Paranhos e Tacuru",MS,0,Em Estudo,Tradicionalmente ocupada,9/2/2010,"Portaria nº 1229, de 2 de setembro de 2010",,,,,,,,
73739,Iguatemipeguá  III,Tacuru,MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
16501,Ilha da Cotinga,Paranaguá                               ,PR,"1,701,202",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,Portaria Declaratória nº 256 de 28/05/92,5/16/1994,Decreto de 16 de maio de 1994,6/28/1994,Matr. 48.042 Lv. - Fl. 1
16601,Ilha do  Camaleão,Anamã,AM,"236,78",Regularizada,Tradicionalmente ocupada,10/9/1986,"Portaria nº 1633/PP, de 9 de outubro de 1986",,,,,7/4/1995,Decreto de 3 de julho de 1995,9/30/1996,Matr. 01  Lv. 1-RG  Fl. 01 e 01v
67501,Ilhas da Tapera/São Félix/Porto,Orocó                                   ,PE,0,Encaminhada RI,Reserva Indígena,3/20/2008,"Portaria n° 264, de 20 de março de 2008",,,,,,,,
16803,Imbiriba,Porto Seguro                            ,BA,"4,083,384",Regularizada,Tradicionalmente ocupada,1/1/1990,Portaria nº 2016. de... De 1996,7/31/2002,Despacho nº 101 de 31 de julho de 2002,9/21/2004,"Portaria n° 2580, de 21 de setembro de 2004",3/12/2007,Decreto de 12 de março de 2007,9/3/2008,"Matr. 28.591, Lv. 2-RG, Fl. 01/02v"
16901,Inauini/Teuini,"Boca do Acre, Pauini",AM,"468996,3",Regularizada,Tradicionalmente ocupada,,,,,7/7/1992,PD  327,11/3/1997,Decreto de 3 de novembro de 1997,5/17/1999,Matr. 278  Lv. 2-A  Fl. 86/87V
17001,Inawebohona,"Pium, Lagoa da Confusão",TO,"3,771,135,744",Regularizada,Tradicionalmente ocupada,10/5/1998,"Portaria nº 941, de 5 de outubro de 1998",11/26/1999,"Despacho nº 72, de 26 de novembro de 1999",4/20/2001,"Portaria nº 359, de 20 de abril de 2001",4/18/2006,Decreto de 18 de abril de 2006,2/21/2007,"Matr. R-1-M-2.129, Lv. 2-I, Fls. 118"
17102,Inhacora,São Valério do Sul                      ,RS,0,Em Estudo,Tradicionalmente ocupada,11/10/2006,"Portaria n° 1403, de 10 de novembro de 2006",,,,,,,,
17101,Inhacorá,São Valério do Sul                      ,RS,"28,433,796",Regularizada,Tradicionalmente ocupada,,,,,,,3/27/1991,Decreto de 27 de março de 1991,5/13/1991,Matr. 13.800  Lv. 2-RG  Fl. 001V
17201,Ipixuna,Humaitá                                 ,AM,"2,153,621,079",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,11/16/1992,PD 546 de 16/11/92,11/3/1997,Decreto de 3 de novembro de 1997,7/28/1998,Matr. 2.527  Lv. 2-I  Fl. 272
17301,Irantxe,Brasnorte                               ,MT,"45555,95",Regularizada,Tradicionalmente ocupada,,,,,,,1/15/1990,"Decreto n° 98.827, de 15 de janeiro de 1990",8/4/1987,"Matr. 21.561,  Lv. 2-RG,  Fl. 01V/02"
17401,Irapuá,Caçapava do Sul                         ,RS,222,Delimitada,Tradicionalmente ocupada,10/27/2006,"Portaria n° 1342, de 27 de outubro de 2006",1/26/2011,"Despacho nº 006, de 26 de janeiro de 2011",,,,,,
64201,Isou`pá,"Agua Boa, Campinapolis, Nova Xavantina",MT,0,Em Estudo,Tradicionalmente ocupada,10/19/2000,"Portaria n° 1086, de 19 de outubro de 2000",,,,,,,,
17501,Itaitinga,Autazes                                 ,AM,"1,358,842",Regularizada,Tradicionalmente ocupada,,,,,8/16/1993,PD 307 de 16/08/93,5/5/2003,Decreto de 05 de maio de 2003,9/17/2003,"Matr. 882, Lv. 2-D, Fl. 182"
17601,Itaóca,Mongaguá                                ,SP,533,Declarada,Tradicionalmente ocupada,,,,,4/17/2000,PD 292 de 17.04.00,,,,
69501,Itapuã,Viamão                                  ,RS,0,Em Estudo,Tradicionalmente ocupada,9/28/2009,"Portaria nº 1179, de 28 de setembro de 2009",,,,,,,,
45103,Itixi Mitari,"Anori, Beruri, Tapauá",AM,"1,821,347,746",Regularizada,Tradicionalmente ocupada,10/31/2000,"Portaria nº 1.123, de 31 de outubro de 2000",8/22/2003,Despacho n 73 de 22 de agosto de 2003,9/21/2004,"Portaria nº 2578, de 21 de setembro de 2004",4/19/2007,Decreto de 19 de abril de 2007,3/19/2009,"Mat. 172, Lv. 2, Fl. 188"
72601,Ituna/Itata (restrição de uso),"Altamira, Anapu, Senador Jose Porfirio",PA,142402,Em Estudo,Interditada,,,,,,,,,,
17701,Ivai,"Pitanga , Manoel Ribas",PR,"73,063,478",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,2/7/1992,Matr. 17.489  Lv. 2-RG  Fl. 001
17801,Jabuti,Bonfim                                  ,RR,"142,106,996",Regularizada,Tradicionalmente ocupada,,,,,8/16/1993,PD 305 de 16/08/93,2/15/1996,Decreto de 15 de feveireiro de 1996,6/25/2002,Matr.23.993 Lv. 2-RG Fl. 001
17901,Jacamim,"Caracaraí , Bonfim",RR,"1,934,935,694",Regularizada,Tradicionalmente ocupada,3/13/1997,"Portaria nº  257, de 13 de março de 1997",5/26/1998,"Despanho nº 33, de 26 de maio de 1998",4/13/2000,"Portaria MJ nº 297, de 13 de abril de 2000",6/23/2003,Decreto de 23 de junho de 2003,9/22/2003,"Matr. 26.237, lv. 2-RG, fls.001"
18001,Jacaré de São Domingos,"Rio Tinto, Marcação",PB,"50,322,431",Regularizada,Tradicionalmente ocupada,,,,,6/1/1992,PD 277 de 01/06/92,10/1/1993,Decreto de 01 de outubro de 1993,11/17/1993,Matr. 1.323  Lv. 2G/RG  Fl. 225
65901,Jacareúba/Katauixi (restrição uso),"Canutama , Labrea",AM,647386,Em Estudo,Interditada,,,,,,,,,,
18101,Jaguapiré,Tacuru                                  ,MS,"23,420,155",Regularizada,Tradicionalmente ocupada,,,,,5/20/1992,PD 244 de 20/05/92,11/23/1992,Decreto de 23 de novembro de 1992,7/2/2007,"R-1 5.127, Lv. 2-RG, Ficha 01"
18201,Jaguari,Amambaí                                 ,MS,"4,047,055",Regularizada,Tradicionalmente ocupada,,,,,10/10/1991,PD 516 de 10/10/91,5/21/1992,Decreto de 21 de maio de 1992,6/9/1992,Matr. 12.571  Lv. 2/RG  Fl. 01V
71601,Jaiko-Aty,"Miracatu, Sete Barras    ",SP,0,Em Estudo,Tradicionalmente ocupada,11/3/2011,"Portaria nº 1509, de 3 de novembro de 2011",,,,,,,,
18301,Jaminaua/Envira,Feijó                                   ,AC,"806,181,798",Regularizada,Tradicionalmente ocupada,5/31/1996,PP  390,5/11/1999,DOU  ,4/13/2000,"Portaria nº 288, de 13 de abril de 2000",2/10/2003,Decreto de 10 de fevereiro de 2003,3/25/2003,"Matr. 707, Lv. 2-D, Fls. 144"
18401,Jaminawa Arara do Rio Bagé,"Jordão, Marechgal Thaumaturgo                                  ",AC,"289,261,102",Regularizada,Tradicionalmente ocupada,2/10/1987,Portaria nº 218 de 10 de fevereiro de 1987,,,7/30/1993,PD  281,12/11/1998,Decreto de 11 de dezembro de 1998,3/15/1999,Matr. 4.319  Lv. 2-N  Fl. 209
52001,Jaminawá da Colocação São Paulino,Boca do Acre                            ,AM,0,Em Estudo,Tradicionalmente ocupada,6/30/2004,"Portaria nº 829, de 30 de junho de 2004",,,,,,,,
18501,Jaminawa do Igarapé Preto,Rodrigues Alves                         ,AC,"256,516,167",Regularizada,Tradicionalmente ocupada,,,,,3/2/1993,PD  066,12/11/1998,Decreto de 11 de dezembro de 1998,1/25/1999,Matr. 89  Lv. 2-A  Fl. 90
60801,Jaminawa do Rio Caeté,Sena Madureira                          ,AC,0,Em Estudo,Tradicionalmente ocupada,10/5/2007,"Portaria n° 964, de 5 de outubro de 2007",,,,,,,,
18601,Japuira,Juara                                   ,MT,"152509,88",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 386, de 24 de dezembro de 1991",9/12/1989,Matr. 25.230  Lv. 2-CC  Fl. 176
18701,Jaquiri,Uarini                                  ,AM,"18,199,825",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 264, de 29 de outubro de 1991",11/27/1991,Matr. 081  Lv. 2-A  Fl. 77
18802,Jaraguá,"São Paulo, Osasco",SP,532,Declarada,Tradicionalmente ocupada,11/26/2010,"Portaria nº 1806, de 26 de novembro de 2010",4/29/2013,"Despacho nº 544, de 29 de abril de 2013",5/29/2015,"Portaria nº 581, de 29 de maio de 2015",,,,
18801,Jaraguá,"São Paulo, Osasco",SP,"17,566",Regularizada,Tradicionalmente ocupada,,,,,,,7/14/1987,"Decreto nº 94221, de 14 de julho de 1987",11/27/1987,Matr. 92.211  Lv. 2/RG  Fl. 1/2
18901,Jarara,Juti                                    ,MS,"4,790,728",Regularizada,Tradicionalmente ocupada,,,,,6/1/1992,PD 281 de 01/06/92,8/12/1993,Decreto de 12 de agosto de 1993,3/14/2014,"Matr. 15.134, Lv. 2-RG, Ficha 001"
19001,Jarawara/Jamamadi/Kanamati,"Lábrea, Tapauá",AM,"3,902,330,536",Regularizada,Tradicionalmente ocupada,,,,,11/25/1991,PD  589,4/14/1998,Decreto de 14 de abril de 1998,2/9/1999,Matr. 2.007  Lv. 2-H  Fl. 89
19101,Jarudore,Poxoréo                                 ,MT,4706,Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,,,,
25601,Jatayvari,Ponta Porã                              ,MS,8800,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,9/1/2005,Despacho n° 72/PRES/05,4/25/2011,"Portaria nº 499, de 25 de abril de 2011",,,,
19201,Jatuarana,Manacapuru                              ,AM,"52,517,956",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/24/2003,"Matr. 4.023, Lv. -, Ficha 01"
19301,Jauary,Autazes                                 ,AM,24831,Delimitada,Tradicionalmente ocupada,4/9/1997,"Portaria nº 315, de 09 de Abril de 1997",10/5/2012,"Despacho nº 746, de 5 de outubro de 2012",,,,,,
70301,Javaé/Avá Canoeiro,Formoso do Araguaia e Sandolandia,TO,0,Em Estudo,Tradicionalmente ocupada,10/27/2009,"Portaria nº 1299, de 27 de outubro de 2009",,,,,,,,
73737,Jeju,Santa Maria do Para,PA,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
19401,Jeripanco,"Água Branca, Pariconha",AL,0,Em Estudo,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,,,,
19501,Juininha,Pontes e Lacerda,MT,"705,375,203",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,PD 255 de 28/05/92,10/4/1993,Decreto de 04 de outubro de 1993,10/27/1993,Matr. 8.783  Lv. 2/RG  Fl. 001
19601,Juma,Canutama                                ,AM,"383,511,496",Regularizada,Tradicionalmente ocupada,6/29/2001,"Portaria nº 541, de 29 de junho de 2001",,,7/30/1993,PD 282 de 30/07/93,4/19/2004,Decreto de 19 de abril de 2004,8/31/2005,"Matr. 902, Lv. 2-A-1, Fl. 191/191v"
19701,Jumina,Oiapoque                                ,AP,"416,012,713",Regularizada,Tradicionalmente ocupada,,,,,,,5/21/1992,Decreto de 21 de maio de 1992,9/15/1992,"Matr. 16,  Lv. 2-RG,  Fl. 17F"
67401,Jurubaxi-Téa (Baixo Rio Negro II),"Barcelos, Santa Isabel do Rio Negro",AM,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
62001,Juruna do Km 17,Vitória do Xingu                        ,PA,0,Encaminhada RI,Reserva Indígena,,,,,,,,,,
65201,Ka'aguy Guaxy-Palmital,União da Vitória                        ,PR,0,Em Estudo,Tradicionalmente ocupada,8/29/2008,"Portaria n° 1014, de 29 de agosto de 2008",,,,,,,,
72001,Ka'aguy Hovy,Iguape                                  ,SP,0,Em Estudo,Tradicionalmente ocupada,8/3/2012,"Portaria nº 985, de 3 de agosto de 2012",,,,,,,,
71501,Ka'aguy Mirim,"Miracatu, Sete Barras    ",SP,0,Em Estudo,Tradicionalmente ocupada,11/3/2011,"Portaria nº 1509, de 3 de novembro de 2011",,,,,,,,
66201,Ka'aguy Poty,Estrela Velha                           ,RS,0,Em Estudo,Tradicionalmente ocupada,1/21/2008,"Portaria n° 52, de 21 de janeiro de 2008",,,,,,,,
20001,Kadiwéu,"Corumbá, Porto Murtinho",MS,"5,385,357,804",Regularizada,Tradicionalmente ocupada,,,,,,,4/24/1984,"Decreto nº 89578, de 24 de abril de 1984",5/22/1984,"Matr. 1.154,  Lv. 02-RG,  Fl. 01/2"
20102,Kaingang de Irai,Iraí                                    ,RS,0,Em Estudo,Tradicionalmente ocupada,7/3/2009,"Portaria nº 686, de 3 de julho de 2009",,,,,,,,
20101,Kaingang de Iraí,Iraí                                    ,RS,"2,797,956",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,"Portaria Declaratória nº 247,  de 28/05/92",10/4/1993,Decreto de 04 de outubro de 1993,3/22/1994,Matr. 5.594  Lv. 2-RG  Fl. -
73201,Kalanko,Água Branca                             ,AL,0,Em Estudo,Tradicionalmente ocupada,6/16/2011,"Portaria nº 924, de 16 de junho de 2011",,,,,,,,
20201,Kambiwá,"Ibimirim, Inajá, Floresta",PE,"314,953,123",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 308 de 17.05.96,12/11/1998,Decreto de 11 de dezembro de 1998,5/11/1999,Matr. 1.539  Lv. 2-I  Fl. 58V
20301,Kampa do Igarapé Primavera,Tarauacá                                ,AC,"219,872,303",Regularizada,Tradicionalmente ocupada,,,6/11/1997,DOU  ,6/25/1998,PD  454,4/23/2001,Decreto de 23 de abril de 2001,1/2/2002,Matr. 950  Lv. 2-D  Fl. 207
20401,Kampa do Rio Amonea,Marechal Thaumaturgo                    ,AC,"87205,4",Regularizada,Tradicionalmente ocupada,1/8/1985,"Portaria nº 1815, de janeiro de 1985",,,11/10/1991,PD 513 de 10/11/91,11/23/1992,Decreto de 23 de novembro de 1992,12/29/1992,Matr. 3.764  Lv. 2L/RG  Fl. 202
20501,Kampa e Isolados do Rio Envira,"Feijó, Jordão",AC,"2,327,950,378",Regularizada,Tradicionalmente ocupada,,,,,1/19/1998,PD  45,12/11/1998,Decreto de 11 de dezembro de 1998,2/9/1999,Matr. 603  Lv. 2-D  Fl. 13/V
20601,Kanamari do Rio Juruá,"Eirunepé, Itamarati, Pauini",AM,"596433,64",Regularizada,Tradicionalmente ocupada,,,,,6/1/1992,PD  278,11/3/1997,Decreto de 3 de novembro de 1997,5/17/1999,Matr. 277  Lv. 2-A  Fl. 84/84V
20701,Kanela,"Barra do Corda, Fernando Falcão",MA,"1,252,121,625",Regularizada,Tradicionalmente ocupada,,,,,,,12/22/1982,"Decreto n º 87960, de 22 de dezembro de 1982",3/23/1983,Matr. 7.436  Lv. 2-AC  Fl. 08
20702,Kanela Memortumré,"Barra do Corda, Fernando Falcão",MA,100221,Delimitada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,8/28/2012,"Despacho nº 549, de 28 de agosto de 2012",,,,,,
20801,Kantaruré,Glória                                  ,BA,"1,811,867",Regularizada,Tradicionalmente ocupada,,,,,3/30/1998,PD 245 de 30.03.98,9/12/2000,Decreto de 13 de setembro de 2000,10/31/2000,Matr. R1-8902  Lv. 2-AS  Fl. 121
20901,Kapinawá,Buíque                                  ,PE,"124,030,917",Regularizada,Tradicionalmente ocupada,6/5/1984,"Portaria nº 1647, 05 de junho de 1984",,,5/17/1996,PD 307 de 17.05.96,12/14/1998,Decreto de 11 de dezembro de 1998,8/27/2001,Matr. 4.377  Lv. 2-W  Fl. 191/v
64501,Kapôt Nhinore,"São Félix do Xingu. Santa Cruz do Xingu, Vila Rica",MT/PA,0,Em Estudo,Tradicionalmente ocupada,9/19/2012,"Portaria nº 1173, de 19 de setembro de 2012",,,,,,,,
21001,Karajá de Aruanã I,Aruanã                                  ,GO,"142,569",Regularizada,Tradicionalmente ocupada,7/18/2001,"Portaria nº 594, de 18 Julho de 2001",,,5/17/1996,PD 298 de 17.05.96,9/12/2000,Decreto de 12 de setembro de 2000,5/10/2001,Matr. 5.591  Lv. 2-AD  Fl. 155
21101,Karajá de Aruanã II,Cocalinho                               ,MT,"8,932,687",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 311 de 17.05.96,9/9/1998,Decreto de 8 de setembro de 1998,9/29/1998,Matr. 4.171  Lv. 2/RG  Fl. 001/V
21201,Karajá de Aruanã III,Aruanã                                  ,GO,"7,051,748",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 310 de 17.05.96,9/12/2000,Decreto de 12 de setembro de 2000,5/10/2001,Matr. 5.592  Lv. 2-AD  Fl. 156
21302,Karajá Santana do Araguaia,Santa Maria das Barreiras,PA,0,Em Estudo,Tradicionalmente ocupada,7/25/2008,Portaria n° 860/PRES/08,,,,,,,,
21301,Karajá Santana do Araguaia,Santa Maria das Barreiras               ,PA,"14,856,063",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 397, de 24 de dezembro de 1991",3/10/1988,Matr. 826  Lv. 2-D  Fl. 001
21401,Karapotó,São Sebastião                           ,AL,"12,425,168",Regularizada,Reserva Indígena,,,,,,,,,1/1/1990,Não Informado
21501,Kararaô,Altamira                                ,PA,"3,308,375,422",Regularizada,Tradicionalmente ocupada,,,,,7/13/1971,PD  DD-68.914,4/14/1998,Decreto de 14 de abril de 1998,3/4/1999,Matr. 22.890  Lv. 2-AAS  Fl. 284
21601,Karipuna,"Nova Mamoré , Porto Velho",RO,"1,529,298,599",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 306 de 17.05.96,9/8/1998,Decreto de 8 de setembro de 1998,10/22/1998,Matr. 13.871  Lv. 2-RG  Fl. 001
21701,Kariri-Xocó,"São Brás, Porto Real do Colégio",AL,"699,358",Regularizada,Tradicionalmente ocupada,9/18/1984,"Portaria nº 1765/E, de 18 de setembro de 1984",,,11/25/1991,PD 600 de 25/11/91,10/4/1993,Decreto de 04 de outubro de 1993,3/17/1999,Matr. 1.358  Lv. -  Fl. 1.358
21702,Kariri-Xocó,"São Brás, Porto Real do Colégio",AL,"46,948,823",Declarada,Tradicionalmente ocupada,7/14/1998,"Portaria nº 744, de 14  de julho de 1998",6/1/2005,"Despacho n° 37, de 1° de junho de 2005",12/15/2006,"Portaria n° 2358, de 15 de dezembro de 2006",,,,
21801,Karitiana,Porto Velho                             ,RO,"89,682,138",Regularizada,Tradicionalmente ocupada,,,,,,,8/6/1986,"Decreto nº 93.068, de 06 de agosto de 1986",12/4/1986,"Matr. 2.677,  Lv. 2-RG,  Fl. 001"
21802,Karitiana,Porto Velho,RO,0,Em Estudo,Tradicionalmente ocupada,6/16/2011,"Portaria nº 921, de 16 de junho de 2011",,,,,,,,
73735,Karugwá,Barão de Antonina,SP,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
21901,Katukina/Kaxinawá,Feijó                                   ,AC,"234,740,358",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,10/5/1989,Matr. 430  Lv. 2-C  Fl. 93
61401,Kawahiva do Rio Pardo (restrição de uso),Colniza                             ,MT,411848,Delimitada,Tradicionalmente ocupada,8/30/2006,"Portaria n° 1126, de 30 de agosto de 2006",2/24/2011,"Despacho nº 8, de 24 de fevereiro de 2011",,,,,,
22001,Kaxarari,"Porto Velho, Lábrea",AM/RO,"1,458,899,849",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,10/10/1991,PD 514 de 10/10/91,8/13/1992,Decreto de 13 de agosto de 1992,12/23/1988,Matr. 4.909  Lv. 2-RG  Fl. 001
73712,Kaxarari - AM RO,"Porto Velho, Lábrea",AM/RO,0,Em Estudo,Tradicionalmente ocupada,9/19/2012,"Portaria nº 1172, de 19 desetembro de 2012",,,,,,,,
